Date,Company_Name,Campaign_Name,Channel,Region,Country,Impressions,Clicks,CTR (%),Spend ($),CPC ($),Leads,Conversions,Conversion Rate (%),Revenue ($),ROAS,Customer Segment
2024-06-27,Apex Marketing Group,Brand Awareness,Email,North America,Japan,36959,1065,7.74,1233.04,2.59,64,24,12.1,10877.75,5.26,New Customers
2024-06-28,ShopNest,Brand Awareness,LinkedIn,South America,China,34457,1434,8.21,1442.36,1.69,300,19,6.78,13536.27,0.68,Returning Customers
2024-06-29,Apex Marketing Group,Lead Generation,Google Ads,Middle East,UAE,21143,1447,3.75,2085.08,4.1,471,83,7.65,12702.91,7.23,Returning Customers
2024-06-30,ShopNest,Seasonal Sale,Twitter,Middle East,Canada,3103,603,4.62,1209.91,4.36,239,115,4.35,9303.56,4.4,Returning Customers
2024-07-01,CloudNova,Brand Awareness,Google Ads,North America,United Kingdom,1365,2400,8.56,147.27,3.43,169,9,10.71,11165.44,4.0,Returning Customers
2024-07-02,ShopNest,Brand Awareness,Facebook,Europe,United States,47778,4566,3.95,4403.0,0.43,198,112,12.14,5768.64,6.96,SMB
2024-07-03,Apex Marketing Group,Email Nurture,Email,Europe,Australia,45535,1319,8.04,4829.77,2.92,238,164,3.96,582.38,7.65,Enterprise
2024-07-04,Apex Marketing Group,Seasonal Sale,LinkedIn,South America,South Africa,17103,1310,9.44,1740.77,3.86,372,102,1.11,12537.89,3.68,Returning Customers
2024-07-05,CloudNova,Brand Awareness,Google Ads,South America,China,33510,234,6.42,1725.61,0.86,187,168,9.55,5126.11,1.79,SMB
2024-07-06,ShopNest,Seasonal Sale,Email,South America,United States,25476,4613,7.55,85.1,1.3,337,152,8.66,13412.18,6.62,Enterprise
2024-07-07,ShopNest,Lead Generation,Facebook,Europe,United Kingdom,13742,2460,8.15,3417.24,4.44,236,48,6.33,14965.47,3.52,New Customers
2024-07-08,CloudNova,Product Launch,Instagram,Asia,Germany,13391,4481,8.53,4135.93,0.3,365,191,9.84,18326.96,7.52,New Customers
2024-07-09,ShopNest,Brand Awareness,Twitter,Middle East,Germany,37940,2259,4.25,775.71,3.81,495,69,8.48,19166.64,7.62,SMB
2024-07-10,ShopNest,Email Nurture,Email,Asia,France,29901,3722,0.99,840.35,2.47,111,181,4.13,309.47,1.36,Enterprise
2024-07-11,Apex Marketing Group,Lead Generation,Email,Asia,Singapore,33001,4733,4.32,3960.91,2.34,382,182,6.27,19808.45,7.67,Returning Customers
2024-07-12,ShopNest,Seasonal Sale,Instagram,Europe,United Kingdom,16623,1931,6.9,3100.64,0.23,227,170,6.71,13692.06,3.26,Enterprise
2024-07-13,ShopNest,Lead Generation,Email,Asia,United Kingdom,3378,4346,4.78,272.06,4.13,84,119,13.26,12906.13,5.35,Returning Customers
2024-07-14,CloudNova,Brand Awareness,Facebook,North America,United States,22372,571,7.62,3131.61,1.93,238,45,14.43,402.74,0.76,SMB
2024-07-15,CloudNova,Seasonal Sale,Facebook,South America,China,45799,1937,3.89,1579.14,2.8,385,125,13.45,17238.54,7.17,Returning Customers
2024-07-16,GrowthSpark Marketing,Product Launch,Instagram,North America,UAE,39437,2602,6.53,1875.19,3.45,188,14,10.93,2995.28,5.31,SMB
2024-07-17,Apex Marketing Group,Lead Generation,Twitter,Middle East,Brazil,36503,3859,2.27,3860.17,3.57,432,157,8.98,16762.87,5.33,Enterprise
2024-07-18,ShopNest,Brand Awareness,LinkedIn,South America,Singapore,31746,4933,7.62,4064.13,4.79,189,134,10.49,409.69,7.27,Enterprise
2024-07-19,ShopNest,Email Nurture,Google Ads,Asia,United States,28923,4205,5.68,2031.77,2.75,138,135,14.12,12954.69,4.31,Returning Customers
2024-07-20,GrowthSpark Marketing,Seasonal Sale,LinkedIn,Middle East,Canada,10867,4723,2.44,4738.41,2.12,224,37,4.12,8752.55,3.58,Enterprise
2024-07-21,ShopNest,Lead Generation,Email,South America,South Africa,42258,4466,3.27,2061.99,4.78,292,53,8.26,4095.26,7.0,Returning Customers
2024-07-22,Apex Marketing Group,Lead Generation,Google Ads,Asia,Germany,34724,3529,7.61,3870.59,3.28,368,18,10.5,2240.47,6.07,Enterprise
2024-07-23,GrowthSpark Marketing,Product Launch,Instagram,North America,South Africa,10306,1459,5.08,2445.19,1.63,206,38,10.35,8858.54,7.62,New Customers
2024-07-24,Apex Marketing Group,Product Launch,Instagram,South America,Germany,40391,1744,2.55,4492.79,0.81,374,187,4.16,2553.79,7.55,Returning Customers
2024-07-25,GrowthSpark Marketing,Email Nurture,Twitter,Asia,France,15908,4714,9.69,4543.42,4.24,150,129,9.01,9780.29,3.37,SMB
2024-07-26,GrowthSpark Marketing,Email Nurture,Google Ads,North America,UAE,28081,576,7.29,482.71,1.94,328,196,12.04,12541.82,3.85,New Customers
2024-07-27,CloudNova,Brand Awareness,Facebook,Middle East,Canada,38228,2710,9.59,4685.64,3.37,131,44,7.39,16564.95,2.42,SMB
2024-07-28,Apex Marketing Group,Brand Awareness,Google Ads,Middle East,Germany,24386,2222,4.56,4136.4,2.46,461,47,12.0,13605.12,5.45,Enterprise
2024-07-29,ShopNest,Email Nurture,Email,Middle East,United States,47754,329,5.01,3966.99,1.15,139,35,5.72,1397.48,3.23,New Customers
2024-07-30,ShopNest,Email Nurture,Facebook,Middle East,Canada,46406,3014,9.03,1044.51,3.09,118,60,14.11,6217.91,6.4,Enterprise
2024-07-31,Apex Marketing Group,Seasonal Sale,Instagram,Europe,United States,29302,4027,5.49,4035.34,0.49,268,90,8.24,5830.77,1.41,Returning Customers
2024-08-01,ShopNest,Product Launch,Google Ads,South America,Brazil,20212,2719,7.22,4258.16,2.18,68,52,9.14,18309.15,1.37,SMB
2024-08-02,ShopNest,Brand Awareness,LinkedIn,South America,Brazil,36618,2943,2.9,1481.29,2.82,495,8,0.95,17368.86,2.03,Enterprise
2024-08-03,Apex Marketing Group,Product Launch,Twitter,Europe,South Africa,47067,1801,4.74,4763.69,2.29,139,107,2.97,7465.94,1.13,SMB
2024-08-04,GrowthSpark Marketing,Product Launch,LinkedIn,Asia,Germany,11698,4031,1.67,296.81,3.79,45,169,9.68,1515.99,5.15,SMB
2024-08-05,Apex Marketing Group,Email Nurture,Twitter,Asia,Germany,5594,4819,2.46,792.05,4.17,300,131,6.59,17892.74,1.61,Enterprise
2024-08-06,GrowthSpark Marketing,Seasonal Sale,Email,Middle East,China,26525,2411,0.51,2711.03,3.9,7,197,7.87,17774.98,1.7,Returning Customers
2024-08-07,ShopNest,Lead Generation,LinkedIn,North America,Brazil,15282,4477,0.87,2900.17,0.39,405,142,1.41,17109.45,0.61,SMB
2024-08-08,ShopNest,Seasonal Sale,Google Ads,Asia,UAE,15334,4181,9.78,3243.49,1.13,198,96,12.59,16917.12,6.37,Enterprise
2024-08-09,ShopNest,Seasonal Sale,Google Ads,North America,UAE,30179,1758,2.8,134.0,2.78,467,26,11.88,9657.05,6.59,Returning Customers
2024-08-10,CloudNova,Product Launch,LinkedIn,South America,Australia,7644,2736,6.8,4803.82,4.69,114,111,3.19,3630.89,1.72,Enterprise
2024-08-11,GrowthSpark Marketing,Seasonal Sale,Google Ads,North America,Australia,36618,2945,8.47,270.71,4.21,225,198,9.7,9602.01,6.05,Returning Customers
2024-08-12,CloudNova,Brand Awareness,Email,South America,France,48701,4585,5.73,758.16,4.24,374,123,12.37,9942.5,3.75,SMB
2024-08-13,CloudNova,Product Launch,Facebook,Europe,Brazil,33933,2826,1.95,119.37,1.66,372,186,9.79,9849.64,2.3,New Customers
2024-08-14,Apex Marketing Group,Brand Awareness,Email,Europe,United States,44469,1169,7.42,2855.95,2.26,440,168,5.0,10821.57,5.16,Enterprise
2024-08-15,CloudNova,Lead Generation,Twitter,Middle East,United States,34687,3038,6.2,4664.72,2.46,410,51,10.01,5227.37,1.84,SMB
2024-08-16,Apex Marketing Group,Product Launch,Email,Asia,India,42073,4309,7.45,3346.44,0.96,8,123,3.55,7388.2,6.18,Enterprise
2024-08-17,Apex Marketing Group,Lead Generation,Twitter,Middle East,Canada,18375,4293,7.81,4122.15,0.35,248,5,5.11,8740.31,0.86,Enterprise
2024-08-18,CloudNova,Product Launch,Google Ads,South America,Japan,49483,244,9.77,115.74,4.75,394,77,3.98,2709.31,7.69,Returning Customers
2024-08-19,GrowthSpark Marketing,Email Nurture,Facebook,Middle East,South Africa,31926,712,5.95,2732.98,1.36,170,160,8.58,9161.75,1.04,Enterprise
2024-08-20,GrowthSpark Marketing,Seasonal Sale,Google Ads,North America,Australia,37607,529,3.75,2324.84,1.35,30,1,2.07,16228.35,4.85,Returning Customers
2024-08-21,GrowthSpark Marketing,Email Nurture,Instagram,South America,South Africa,18642,4268,6.66,2519.89,0.6,399,182,14.03,16578.38,7.27,SMB
2024-08-22,GrowthSpark Marketing,Lead Generation,Google Ads,Europe,Germany,24993,1473,1.15,407.46,4.66,478,11,5.34,8290.12,0.59,Enterprise
2024-08-23,GrowthSpark Marketing,Seasonal Sale,Twitter,Asia,France,45386,2758,9.03,3437.96,2.98,21,181,3.68,10424.29,4.24,SMB
2024-08-24,CloudNova,Product Launch,Google Ads,South America,UAE,47287,3225,1.63,2540.94,3.4,220,8,7.7,769.64,3.13,New Customers
2024-08-25,CloudNova,Seasonal Sale,Google Ads,South America,Japan,22188,3864,3.61,3837.49,4.58,96,153,4.52,13521.21,4.85,SMB
2024-08-26,ShopNest,Brand Awareness,Facebook,North America,United Kingdom,33596,2064,8.25,2452.19,1.86,487,168,8.26,8151.66,2.19,Enterprise
2024-08-27,GrowthSpark Marketing,Seasonal Sale,Google Ads,Asia,France,28772,3839,6.17,789.44,3.18,35,32,5.55,8965.01,0.99,New Customers
2024-08-28,CloudNova,Brand Awareness,Facebook,Europe,United Kingdom,31857,4855,4.24,3258.87,0.39,209,28,2.41,17486.09,5.19,Returning Customers
2024-08-29,ShopNest,Seasonal Sale,LinkedIn,South America,Saudi Arabia,11776,2493,5.0,903.31,1.1,423,131,4.36,9290.51,3.63,New Customers
2024-08-30,GrowthSpark Marketing,Brand Awareness,Instagram,South America,Brazil,33835,961,8.62,4368.35,4.19,404,128,6.86,521.73,5.17,Enterprise
2024-08-31,Apex Marketing Group,Lead Generation,Facebook,North America,United Kingdom,10788,3263,3.73,3084.93,3.88,211,62,0.94,4627.07,2.08,Enterprise
2024-09-01,ShopNest,Email Nurture,Twitter,Middle East,United Kingdom,6660,2414,8.76,828.16,1.88,111,27,11.67,9564.85,3.04,SMB
2024-09-02,CloudNova,Product Launch,LinkedIn,Europe,South Africa,5478,3679,1.34,4813.57,2.01,150,45,9.52,8545.49,4.71,Returning Customers
2024-09-03,Apex Marketing Group,Seasonal Sale,Facebook,Asia,Saudi Arabia,9210,3522,7.88,2615.91,2.76,371,105,9.22,17221.37,4.95,Enterprise
2024-09-04,Apex Marketing Group,Email Nurture,Facebook,South America,China,11922,730,8.55,410.85,0.2,105,92,8.42,10888.54,3.29,Enterprise
2024-09-05,Apex Marketing Group,Product Launch,Instagram,South America,Netherlands,37289,4701,2.23,3152.82,1.36,372,25,9.06,13823.75,2.6,Returning Customers
2024-09-06,ShopNest,Product Launch,Twitter,Europe,China,34340,659,4.59,1303.33,1.2,322,189,14.05,9439.53,2.55,Returning Customers
2024-09-07,CloudNova,Brand Awareness,Email,Middle East,China,40850,2206,2.07,4028.28,1.4,372,44,0.62,8849.15,1.81,SMB
2024-09-08,Apex Marketing Group,Lead Generation,Email,South America,Brazil,39163,3916,7.21,4098.22,4.07,245,174,1.19,8981.1,2.94,New Customers
2024-09-09,GrowthSpark Marketing,Lead Generation,Facebook,Europe,Japan,49175,421,5.59,4895.79,1.54,493,142,3.28,8277.34,2.0,Returning Customers
2024-09-10,Apex Marketing Group,Email Nurture,Google Ads,North America,France,19642,665,6.54,2534.25,1.12,415,136,2.93,10817.81,5.25,Enterprise
2024-09-11,Apex Marketing Group,Lead Generation,Twitter,Middle East,France,12094,2303,2.37,2302.04,2.62,251,176,3.13,5083.82,4.77,Returning Customers
2024-09-12,ShopNest,Seasonal Sale,LinkedIn,Asia,Singapore,23423,4992,2.51,3779.7,4.36,167,142,10.24,17832.0,3.37,Enterprise
2024-09-13,ShopNest,Lead Generation,Google Ads,South America,Germany,34418,4188,0.89,705.73,1.36,376,193,7.16,6728.4,2.94,SMB
2024-09-14,CloudNova,Email Nurture,Google Ads,Europe,China,6741,914,3.56,2757.23,0.58,177,80,14.88,3035.72,2.28,New Customers
2024-09-15,GrowthSpark Marketing,Lead Generation,Twitter,North America,Brazil,47049,1318,5.82,2753.93,1.91,39,82,3.79,2021.35,4.52,SMB
2024-09-16,ShopNest,Seasonal Sale,Facebook,Asia,Germany,7838,834,8.65,492.89,3.79,288,135,5.01,367.12,7.39,Returning Customers
2024-09-17,Apex Marketing Group,Brand Awareness,Facebook,Europe,Netherlands,4262,4621,6.84,2119.02,2.84,363,88,14.77,8514.84,5.64,Enterprise
2024-09-18,CloudNova,Email Nurture,Facebook,Europe,Canada,5996,4228,4.64,4273.76,4.12,385,177,12.56,3833.46,6.08,Returning Customers
2024-09-19,Apex Marketing Group,Brand Awareness,Facebook,Asia,Germany,45594,2287,9.55,4287.96,4.81,362,127,7.31,530.79,6.76,Returning Customers
2024-09-20,Apex Marketing Group,Brand Awareness,Email,North America,South Africa,23164,4104,7.33,541.23,4.0,397,55,8.54,10448.39,3.14,Returning Customers
2024-09-21,ShopNest,Brand Awareness,Facebook,North America,South Africa,36595,4945,9.34,499.07,3.1,464,141,12.73,13631.57,0.97,Returning Customers
2024-09-22,CloudNova,Product Launch,Email,Middle East,Japan,31257,985,5.51,1350.34,2.57,403,184,7.47,1806.45,5.17,New Customers
2024-09-23,GrowthSpark Marketing,Product Launch,Email,South America,Australia,15211,4030,2.96,4380.09,0.39,25,56,3.49,9272.32,1.92,Enterprise
2024-09-24,GrowthSpark Marketing,Brand Awareness,Facebook,Asia,United Kingdom,31453,2388,1.0,688.07,4.92,312,15,12.51,14898.21,4.77,Returning Customers
2024-09-25,ShopNest,Email Nurture,Instagram,Asia,China,6232,375,7.4,3613.98,2.04,167,185,8.3,19717.56,6.05,Enterprise
2024-09-26,ShopNest,Seasonal Sale,LinkedIn,Asia,Singapore,3217,1584,1.65,550.77,0.93,494,58,2.72,13377.09,6.38,New Customers
2024-09-27,CloudNova,Seasonal Sale,Google Ads,North America,Saudi Arabia,25229,3530,3.38,3134.53,3.4,101,163,7.83,4972.31,2.76,Enterprise
2024-09-28,GrowthSpark Marketing,Lead Generation,Email,South America,Singapore,15232,3911,5.56,1812.53,1.56,311,88,6.49,14359.42,4.34,Enterprise
2024-09-29,GrowthSpark Marketing,Email Nurture,Twitter,Middle East,Australia,26613,2035,5.86,3955.12,3.01,343,97,13.21,11998.8,5.16,New Customers
2024-09-30,GrowthSpark Marketing,Product Launch,Twitter,Europe,UAE,15026,4982,6.21,1206.77,3.02,59,144,2.33,4314.81,6.65,Returning Customers
2024-10-01,Apex Marketing Group,Brand Awareness,LinkedIn,Europe,Germany,29554,4653,2.08,3214.05,2.34,475,8,13.19,17037.11,6.21,Enterprise
2024-10-02,GrowthSpark Marketing,Lead Generation,Twitter,Asia,Brazil,31908,2828,4.11,1216.63,4.21,337,173,7.93,8605.35,7.91,SMB
2024-10-03,Apex Marketing Group,Seasonal Sale,Instagram,South America,Netherlands,20610,1320,6.36,3582.62,1.47,131,40,6.36,19243.36,0.56,Enterprise
2024-10-04,CloudNova,Product Launch,Twitter,North America,United Kingdom,47646,690,9.71,4374.71,2.35,432,182,2.85,14485.73,3.78,Returning Customers
2024-10-05,Apex Marketing Group,Product Launch,Google Ads,South America,France,40605,4753,7.41,677.67,2.78,197,14,10.66,12926.81,2.42,SMB
2024-10-06,CloudNova,Brand Awareness,Google Ads,South America,United States,8031,4128,9.26,4339.65,3.39,247,187,13.94,14594.22,1.4,Returning Customers
2024-10-07,GrowthSpark Marketing,Seasonal Sale,Email,North America,United Kingdom,48574,4711,7.74,2988.2,3.96,353,53,5.94,9614.13,7.34,Enterprise
2024-10-08,GrowthSpark Marketing,Email Nurture,Facebook,Asia,Netherlands,26515,1417,6.12,679.2,2.1,92,127,4.0,10154.01,7.98,New Customers
2024-10-09,CloudNova,Product Launch,Instagram,South America,Japan,37484,4092,2.32,2166.33,3.3,340,155,8.55,17039.03,1.85,Returning Customers
2024-10-10,ShopNest,Brand Awareness,Email,Europe,UAE,37182,2625,6.83,846.26,0.92,413,175,12.04,13650.48,0.79,Returning Customers
2024-10-11,CloudNova,Email Nurture,Instagram,North America,Japan,1570,3653,6.42,3516.72,4.68,219,80,0.55,17955.14,2.56,New Customers
2024-10-12,ShopNest,Seasonal Sale,Facebook,Middle East,Netherlands,33254,1631,6.22,3806.4,2.04,96,115,9.65,17827.45,6.76,Enterprise
2024-10-13,Apex Marketing Group,Product Launch,Twitter,Asia,South Africa,20288,2036,5.15,573.69,3.7,307,134,9.15,19532.15,2.7,Returning Customers
2024-10-14,Apex Marketing Group,Email Nurture,Twitter,North America,Germany,14288,2290,5.52,2555.39,0.3,468,55,5.11,14034.27,0.93,Enterprise
2024-10-15,Apex Marketing Group,Email Nurture,Facebook,Middle East,Canada,30877,4016,3.68,4082.39,1.18,239,44,7.05,10095.8,0.89,Enterprise
2024-10-16,GrowthSpark Marketing,Email Nurture,Email,Middle East,South Africa,19889,2155,5.43,4684.01,2.54,188,18,4.08,3409.6,3.71,Enterprise
2024-10-17,Apex Marketing Group,Product Launch,Facebook,South America,Japan,1917,178,2.38,2591.91,4.42,42,16,11.95,14137.07,7.49,New Customers
2024-10-18,ShopNest,Product Launch,LinkedIn,South America,Japan,11066,4851,8.15,4753.88,2.73,143,12,9.7,5902.4,2.64,Enterprise
2024-10-19,Apex Marketing Group,Lead Generation,Google Ads,South America,Brazil,30504,4046,2.26,2701.66,4.66,199,148,8.22,5730.66,3.7,Enterprise
2024-10-20,CloudNova,Seasonal Sale,Email,North America,Germany,7982,901,1.31,2001.24,2.52,19,45,6.19,4841.93,1.26,SMB
2024-10-21,CloudNova,Brand Awareness,Instagram,North America,United Kingdom,40104,4153,4.64,4248.61,2.55,261,192,4.73,17514.93,4.2,SMB
2024-10-22,GrowthSpark Marketing,Email Nurture,LinkedIn,Asia,Canada,19062,2126,6.75,2490.26,0.77,139,187,12.43,17372.49,5.72,SMB
2024-10-23,CloudNova,Lead Generation,Email,South America,Australia,17999,3044,4.66,2385.92,4.05,5,93,7.05,12656.31,2.53,Returning Customers
2024-10-24,ShopNest,Brand Awareness,Facebook,Middle East,United States,10941,3794,3.13,2477.05,1.39,53,22,7.77,9512.32,2.73,Returning Customers
2024-10-25,Apex Marketing Group,Lead Generation,Facebook,Europe,China,24470,2806,5.8,4241.59,4.52,100,97,8.05,13475.08,6.81,SMB
2024-10-26,GrowthSpark Marketing,Product Launch,Facebook,Asia,France,46148,1694,3.8,4168.11,4.57,205,47,7.0,12183.87,0.58,New Customers
2024-10-27,Apex Marketing Group,Email Nurture,Facebook,North America,Japan,22133,4421,9.36,2047.42,4.73,417,29,4.21,8373.11,5.27,New Customers
2024-10-28,Apex Marketing Group,Brand Awareness,Instagram,Asia,Germany,45435,3194,9.27,1699.83,2.7,30,45,2.24,7654.65,3.45,SMB
2024-10-29,ShopNest,Brand Awareness,LinkedIn,Asia,China,5529,292,5.27,2485.04,3.45,347,77,1.93,7717.61,2.74,Returning Customers
2024-10-30,CloudNova,Brand Awareness,Twitter,Asia,South Africa,18519,4135,3.61,2885.22,3.94,433,9,11.48,11823.75,5.43,Returning Customers
2024-10-31,CloudNova,Brand Awareness,Google Ads,Asia,France,13192,220,7.5,1229.77,0.83,239,24,3.74,12988.62,6.76,New Customers
2024-11-01,Apex Marketing Group,Brand Awareness,Instagram,Europe,Netherlands,9566,702,0.85,3980.08,3.08,353,15,1.31,9089.66,4.69,Enterprise
2024-11-02,GrowthSpark Marketing,Lead Generation,Instagram,South America,Singapore,8226,3562,5.01,2458.09,0.36,248,164,12.06,19376.96,0.73,New Customers
2024-11-03,CloudNova,Email Nurture,Twitter,Middle East,France,38930,1549,3.7,1703.53,2.59,362,13,2.73,1768.53,3.96,Enterprise
2024-11-04,GrowthSpark Marketing,Product Launch,Twitter,Asia,Singapore,22259,2149,9.25,578.76,0.94,485,91,9.56,7006.24,3.97,Returning Customers
2024-11-05,CloudNova,Product Launch,Google Ads,Asia,Australia,35087,2208,0.61,1232.28,1.08,331,172,5.41,8439.59,4.58,Returning Customers
2024-11-06,GrowthSpark Marketing,Product Launch,Google Ads,Asia,Australia,2141,2022,5.75,4748.94,1.95,400,101,2.33,436.73,5.53,SMB
2024-11-07,ShopNest,Product Launch,Twitter,South America,South Africa,5627,3975,7.54,1560.24,2.28,355,71,6.51,7362.65,0.64,Returning Customers
2024-11-08,GrowthSpark Marketing,Lead Generation,Facebook,North America,Australia,48269,2308,5.11,885.85,3.19,420,122,0.71,5546.83,4.27,Enterprise
2024-11-09,ShopNest,Seasonal Sale,Instagram,North America,Saudi Arabia,3690,4089,1.31,2330.33,0.56,378,76,12.7,10170.12,4.91,New Customers
2024-11-10,ShopNest,Email Nurture,Email,Europe,India,41091,2085,9.74,1570.08,2.62,408,164,7.95,6794.57,3.08,SMB
2024-11-11,GrowthSpark Marketing,Brand Awareness,Google Ads,North America,India,4255,3321,5.42,224.04,1.08,379,116,2.52,14551.02,5.51,Enterprise
2024-11-12,ShopNest,Seasonal Sale,Google Ads,Asia,France,6213,907,6.33,1649.57,2.96,55,61,3.94,10247.66,2.21,New Customers
2024-11-13,Apex Marketing Group,Product Launch,Twitter,Asia,Australia,37876,3873,2.75,2743.34,3.26,85,168,7.0,2682.27,2.88,New Customers
2024-11-14,ShopNest,Seasonal Sale,LinkedIn,Asia,Brazil,20404,1099,5.09,2780.98,2.87,40,126,3.24,15026.22,7.72,New Customers
2024-11-15,CloudNova,Email Nurture,Email,Europe,Japan,26380,4040,4.58,1814.97,3.74,71,155,4.39,2074.66,3.11,Returning Customers
2024-11-16,GrowthSpark Marketing,Brand Awareness,Email,Asia,China,26520,348,1.21,2264.15,1.81,133,1,8.25,16797.08,3.1,New Customers
2024-11-17,Apex Marketing Group,Brand Awareness,Google Ads,North America,China,20173,973,1.51,4829.31,3.87,374,162,12.57,18635.3,4.97,Returning Customers
2024-11-18,GrowthSpark Marketing,Email Nurture,Facebook,South America,India,24989,4282,8.46,1917.87,2.28,159,68,6.33,6516.66,7.78,New Customers
2024-11-19,CloudNova,Email Nurture,LinkedIn,South America,France,43570,4356,2.78,1328.22,2.52,249,88,10.9,18530.24,7.87,New Customers
2024-11-20,CloudNova,Product Launch,Email,Middle East,South Africa,25519,2849,2.35,1255.16,3.31,115,21,13.21,15880.86,4.85,Returning Customers
2024-11-21,CloudNova,Brand Awareness,Google Ads,North America,Germany,23439,4925,5.3,2315.93,0.29,172,161,3.64,18456.47,0.51,Returning Customers
2024-11-22,ShopNest,Seasonal Sale,Email,Asia,United Kingdom,12413,4112,7.8,3809.62,3.34,485,135,12.2,13358.78,7.25,Enterprise
2024-11-23,ShopNest,Lead Generation,LinkedIn,South America,United Kingdom,15995,4095,1.09,1069.64,3.17,472,193,11.48,4789.32,4.78,New Customers
2024-11-24,GrowthSpark Marketing,Lead Generation,LinkedIn,North America,India,24559,1852,5.98,3561.02,1.69,146,3,5.68,17901.01,3.24,Returning Customers
2024-11-25,GrowthSpark Marketing,Email Nurture,Instagram,South America,Netherlands,46351,2763,1.63,154.69,0.61,360,51,14.85,3766.88,6.72,Enterprise
2024-11-26,Apex Marketing Group,Product Launch,Twitter,Asia,Germany,24513,4556,0.85,2123.72,0.64,201,79,4.31,4339.9,3.5,Enterprise
2024-11-27,Apex Marketing Group,Lead Generation,Twitter,South America,Saudi Arabia,6021,2903,1.0,3890.53,4.63,475,95,4.19,5494.15,0.76,Returning Customers
2024-11-28,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,Saudi Arabia,33464,2707,8.42,1726.73,3.51,113,182,11.7,6154.5,6.66,New Customers
2024-11-29,ShopNest,Email Nurture,LinkedIn,Middle East,India,22119,4572,1.62,2840.5,0.81,380,123,6.8,10338.14,4.59,Enterprise
2024-11-30,CloudNova,Seasonal Sale,Instagram,South America,United Kingdom,30299,3396,0.93,1064.65,1.91,83,187,5.3,14297.8,3.04,New Customers
2024-12-01,GrowthSpark Marketing,Email Nurture,Instagram,North America,Netherlands,40350,1521,4.66,3722.88,3.04,394,6,3.09,18531.54,2.38,New Customers
2024-12-02,Apex Marketing Group,Seasonal Sale,Email,North America,Germany,47223,2999,8.52,308.78,4.21,165,157,11.6,1859.91,4.95,Enterprise
2024-12-03,ShopNest,Email Nurture,Email,North America,Netherlands,26517,991,2.99,4270.09,0.41,443,17,11.9,19091.95,2.06,Returning Customers
2024-12-04,GrowthSpark Marketing,Email Nurture,Instagram,South America,Australia,14117,1957,4.51,1031.07,1.34,23,117,8.72,18434.33,2.93,New Customers
2024-12-05,GrowthSpark Marketing,Email Nurture,Email,North America,France,23250,4887,0.88,4378.27,4.47,131,60,14.38,1174.59,5.27,SMB
2024-12-06,ShopNest,Seasonal Sale,LinkedIn,Asia,South Africa,19950,1293,4.77,1795.02,0.24,209,150,5.11,7270.39,7.11,Returning Customers
2024-12-07,GrowthSpark Marketing,Seasonal Sale,Facebook,Middle East,China,18359,4473,5.99,3627.28,1.17,33,152,3.68,16281.55,4.5,Enterprise
2024-12-08,ShopNest,Email Nurture,LinkedIn,Asia,Brazil,24596,1516,5.92,1630.17,4.8,449,125,10.32,12270.37,6.19,SMB
2024-12-09,CloudNova,Lead Generation,Instagram,North America,Canada,26530,4007,3.66,4534.26,3.14,458,81,11.5,15603.97,6.22,New Customers
2024-12-10,ShopNest,Product Launch,Instagram,Asia,Singapore,2262,2016,3.5,676.85,1.46,211,85,3.76,14408.76,5.48,Returning Customers
2024-12-11,ShopNest,Product Launch,LinkedIn,North America,Singapore,41150,425,1.51,933.67,0.52,468,51,1.61,9985.73,2.34,SMB
2024-12-12,ShopNest,Product Launch,Email,South America,France,23615,312,3.98,2490.5,0.34,284,178,12.25,920.24,7.0,Returning Customers
2024-12-13,GrowthSpark Marketing,Seasonal Sale,Email,Asia,Australia,4327,4412,1.45,455.6,1.37,155,139,14.66,11726.94,3.77,New Customers
2024-12-14,GrowthSpark Marketing,Seasonal Sale,Twitter,South America,UAE,30768,3438,7.78,1020.1,4.43,244,184,9.85,1066.48,0.83,Returning Customers
2024-12-15,ShopNest,Lead Generation,Instagram,South America,United Kingdom,29850,3445,9.68,4721.64,2.2,270,71,4.53,12114.16,2.33,SMB
2024-12-16,GrowthSpark Marketing,Product Launch,Google Ads,Europe,Singapore,43788,1994,9.72,4883.62,3.66,186,170,14.95,16028.18,6.24,Returning Customers
2024-12-17,Apex Marketing Group,Product Launch,Twitter,North America,Australia,17848,1943,8.72,1912.48,4.61,109,39,13.45,11741.34,1.02,Enterprise
2024-12-18,Apex Marketing Group,Email Nurture,Email,Middle East,Singapore,47830,3684,6.21,4620.27,2.16,429,69,7.94,19940.73,1.61,Enterprise
2024-12-19,GrowthSpark Marketing,Seasonal Sale,LinkedIn,North America,UAE,40542,1702,7.16,2746.88,1.12,437,48,12.47,9171.74,5.71,SMB
2024-12-20,GrowthSpark Marketing,Product Launch,Email,Middle East,Netherlands,16160,4191,3.21,1385.23,2.68,405,125,12.33,15001.67,7.19,Returning Customers
2024-12-21,ShopNest,Lead Generation,LinkedIn,North America,India,34998,3942,6.49,3526.87,4.56,444,57,14.05,13377.54,5.25,SMB
2024-12-22,CloudNova,Lead Generation,Twitter,South America,Germany,28230,649,4.83,3311.56,4.06,240,21,12.69,19829.49,2.17,Returning Customers
